filepath,thesis_group,template,timeframe,description,params
thesis_01_rolling_mean_quantile/T01-B_5min_0338.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=10;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=100;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0339.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=10;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=200;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0340.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=13;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=20;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0341.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=13;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=34;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0342.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=13;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=50;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0343.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=13;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=100;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0344.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=13;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=200;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0345.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=20;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=20;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0346.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=20;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=34;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0347.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=20;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=50;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0348.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=20;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=100;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0349.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=20;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=200;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_15min_0350.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=5;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=20;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0351.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=5;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=34;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0352.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=5;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=50;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0353.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=5;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=100;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0354.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=5;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=200;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0355.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=8;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=20;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0356.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=8;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=34;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0357.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=8;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=50;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0358.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=8;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=100;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0359.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=8;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=200;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0360.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=10;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=20;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0361.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=10;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=34;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0362.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=10;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=50;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0363.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=10;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=100;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0364.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=10;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=200;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0365.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=20;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0366.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=34;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0367.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=50;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0368.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=100;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0369.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=200;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0370.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=20;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=20;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0371.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=20;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=34;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0372.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=20;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=50;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0373.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=20;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=100;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_15min_0374.py,01,T01-B,15min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;fast_window=20;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;slow_window=200;vol_window=20"
thesis_01_rolling_mean_quantile/T01-B_30min_0375.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=5;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=20;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0376.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=5;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=34;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0377.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=5;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=50;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0378.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=5;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=100;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0379.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=5;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=200;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0380.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=8;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=20;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0381.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=8;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=34;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0382.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=8;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=50;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0383.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=8;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=100;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0384.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=8;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=200;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0385.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=10;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=20;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0386.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=10;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=34;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0387.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=10;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=50;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0388.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=10;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=100;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0389.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=10;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=200;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0390.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=13;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=20;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0391.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=13;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=34;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0392.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=13;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=50;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0393.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=13;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=100;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0394.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=13;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=200;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0395.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=20;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0396.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=34;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0397.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=50;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0398.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=100;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_30min_0399.py,01,T01-B,30min,"Rolling Mean Crossover","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;fast_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;slow_window=200;vol_window=26"
thesis_01_rolling_mean_quantile/T01-B_60min_0400.py,01,T01-B,60min,"Rolling Mean Crossover","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;fast_window=5;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;slow_window=20;vol_window=34"
thesis_01_rolling_mean_quantile/T01-B_60min_0401.py,01,T01-B,60min,"Rolling Mean Crossover","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;fast_window=5;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;slow_window=34;vol_window=34"
thesis_01_rolling_mean_quantile/T01-B_60min_0402.py,01,T01-B,60min,"Rolling Mean Crossover","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;fast_window=5;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;slow_window=50;vol_window=34"
thesis_01_rolling_mean_quantile/T01-B_60min_0403.py,01,T01-B,60min,"Rolling Mean Crossover","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;fast_window=5;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;slow_window=100;vol_window=34"
thesis_01_rolling_mean_quantile/T01-B_60min_0404.py,01,T01-B,60min,"Rolling Mean Crossover","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;fast_window=5;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;slow_window=200;vol_window=34"
thesis_01_rolling_mean_quantile/T01-B_60min_0405.py,01,T01-B,60min,"Rolling Mean Crossover","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;fast_window=8;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;slow_window=20;vol_window=34"
thesis_01_rolling_mean_quantile/T01-B_60min_0406.py,01,T01-B,60min,"Rolling Mean Crossover","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;fast_window=8;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;slow_window=34;vol_window=34"
thesis_01_rolling_mean_quantile/T01-B_60min_0407.py,01,T01-B,60min,"Rolling Mean Crossover","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;fast_window=8;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;slow_window=50;vol_window=34"
thesis_01_rolling_mean_quantile/T01-B_60min_0408.py,01,T01-B,60min,"Rolling Mean Crossover","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;fast_window=8;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;slow_window=100;vol_window=34"
